Date,Time,Line to Neutral Voltage
05/09/2023,08:04:03 am,251.17
05/09/2023,08:04:33 am,250.79
05/09/2023,08:05:03 am,250.98
05/09/2023,08:05:33 am,248.79
05/09/2023,08:06:03 am,248.67
05/09/2023,08:06:33 am,248.08
05/09/2023,08:07:03 am,248.27
05/09/2023,08:07:33 am,248.02
05/09/2023,08:08:03 am,245.93
05/09/2023,08:08:33 am,245.73
05/09/2023,08:09:03 am,245.7
05/09/2023,08:10:07 am,245.97
05/09/2023,08:10:33 am,244.48
05/09/2023,08:11:03 am,246.24
05/09/2023,08:11:33 am,245.43
05/09/2023,08:12:03 am,244.44
05/09/2023,08:12:33 am,245.04
05/09/2023,08:13:03 am,244.67
05/09/2023,08:13:33 am,245.93
05/09/2023,08:14:03 am,245.77
05/09/2023,08:14:30 am,245.62
05/09/2023,08:15:03 am,247.06
05/09/2023,08:15:33 am,242.73
05/09/2023,08:16:03 am,244.26
05/09/2023,08:16:30 am,245.84
05/09/2023,08:17:03 am,248.29
05/09/2023,08:17:33 am,248.67
05/09/2023,08:18:03 am,247.84
05/09/2023,08:18:33 am,247.42
05/09/2023,08:19:03 am,247.81
05/09/2023,08:19:30 am,246.65
05/09/2023,08:20:03 am,248.5
05/09/2023,08:20:30 am,248.33
05/09/2023,08:21:03 am,248.8
05/09/2023,08:21:33 am,247.65
05/09/2023,08:22:00 am,247.32
05/09/2023,08:22:33 am,247.79
05/09/2023,08:23:03 am,246.14
05/09/2023,08:23:33 am,244.28
05/09/2023,08:24:03 am,245
05/09/2023,08:24:33 am,244.01
05/09/2023,08:25:03 am,244.47
05/09/2023,08:25:33 am,243.66
05/09/2023,08:26:03 am,244.7
05/09/2023,08:26:33 am,243.67
05/09/2023,08:27:03 am,243.17
05/09/2023,08:27:33 am,243.93
05/09/2023,08:28:03 am,244.11
05/09/2023,08:28:33 am,243.07
05/09/2023,08:29:03 am,243.55
05/09/2023,08:29:33 am,242.26
05/09/2023,08:30:03 am,241.52
05/09/2023,08:30:33 am,241.19
05/09/2023,08:31:03 am,241.76
05/09/2023,08:31:33 am,239.66
05/09/2023,08:32:03 am,242.94
05/09/2023,08:32:33 am,240.77
05/09/2023,08:33:03 am,242.08
05/09/2023,08:33:33 am,242.26
05/09/2023,08:34:03 am,245.57
05/09/2023,08:34:33 am,245.44
05/09/2023,08:35:03 am,240.72
05/09/2023,08:35:33 am,245.1
05/09/2023,08:36:03 am,247.64
05/09/2023,08:36:33 am,246.93
05/09/2023,08:37:03 am,248.61
05/09/2023,08:37:33 am,249.66
05/09/2023,08:38:03 am,249.25
05/09/2023,08:38:33 am,250.02
05/09/2023,08:39:03 am,246.68
05/09/2023,08:39:33 am,248.96
05/09/2023,08:40:03 am,249.95
05/09/2023,08:40:33 am,248.74
05/09/2023,08:41:03 am,247.51
05/09/2023,08:41:33 am,248.53
05/09/2023,08:42:03 am,247.91
05/09/2023,08:42:33 am,246.89
05/09/2023,08:43:03 am,244.29
05/09/2023,08:43:33 am,245.37
05/09/2023,08:44:03 am,247.7
05/09/2023,08:44:33 am,247.93
05/09/2023,08:45:03 am,247.88
05/09/2023,08:45:33 am,248.72
05/09/2023,08:46:03 am,248.58
05/09/2023,08:46:33 am,248.12
05/09/2023,08:47:03 am,247.5
05/09/2023,08:47:33 am,246.12
05/09/2023,08:48:37 am,248.7
05/09/2023,08:49:03 am,248.39
05/09/2023,08:49:33 am,248.26
05/09/2023,08:50:03 am,248.15
05/09/2023,08:50:33 am,247.73
05/09/2023,08:51:03 am,248.27
05/09/2023,08:51:33 am,247.86
05/09/2023,08:52:03 am,248
05/09/2023,08:52:33 am,249
05/09/2023,08:53:03 am,248.04
05/09/2023,08:53:33 am,247.93
05/09/2023,08:54:03 am,248.67
05/09/2023,08:54:30 am,248.67
05/09/2023,08:55:03 am,248.62
05/09/2023,08:55:33 am,247.8
05/09/2023,08:56:03 am,247.93
05/09/2023,08:56:30 am,247.86
05/09/2023,08:57:03 am,247.58
05/09/2023,08:57:33 am,248.15
05/09/2023,08:58:03 am,247.61
05/09/2023,08:58:33 am,247.75
05/09/2023,08:59:03 am,248.25
05/09/2023,08:59:34 am,248.21
05/09/2023,09:00:00 am,248.79
05/09/2023,09:00:33 am,248
05/09/2023,09:01:03 am,247.85
05/09/2023,09:01:33 am,247.83
05/09/2023,09:02:03 am,247.55
05/09/2023,09:02:33 am,247.73
05/09/2023,09:03:03 am,246.95
05/09/2023,09:03:33 am,246.68
05/09/2023,09:04:03 am,247.68
05/09/2023,09:04:33 am,247.07
05/09/2023,09:05:03 am,247.59
05/09/2023,09:05:33 am,246.98
05/09/2023,09:06:03 am,246.81
05/09/2023,09:06:30 am,246.72
05/09/2023,09:07:03 am,246.72
05/09/2023,09:07:33 am,246.53
05/09/2023,09:08:03 am,246.13
05/09/2023,09:08:30 am,245.18
05/09/2023,09:09:03 am,244.28
05/09/2023,09:09:33 am,243.87
05/09/2023,09:10:38 am,244.87
05/09/2023,09:11:03 am,244.67
05/09/2023,09:11:30 am,245.28
05/09/2023,09:12:03 am,244.91
05/09/2023,09:12:33 am,245.04
05/09/2023,09:13:03 am,245.77
05/09/2023,09:13:30 am,245.86
05/09/2023,09:14:03 am,245.99
05/09/2023,09:14:33 am,245.88
05/09/2023,09:15:03 am,245.2
05/09/2023,09:15:33 am,245.09
05/09/2023,09:16:03 am,245.28
05/09/2023,09:16:33 am,246.15
05/09/2023,09:17:03 am,247.11
05/09/2023,09:17:33 am,246.68
05/09/2023,09:18:03 am,246.64
05/09/2023,09:18:33 am,246.53
05/09/2023,09:19:03 am,244.63
05/09/2023,09:19:33 am,244.42
05/09/2023,09:20:03 am,244.55
05/09/2023,09:20:33 am,244.48
05/09/2023,09:21:03 am,245.47
05/09/2023,09:21:33 am,245.19
05/09/2023,09:22:03 am,245.56
05/09/2023,09:22:33 am,245.46
05/09/2023,09:23:00 am,245.25
05/09/2023,09:23:33 am,245.94
05/09/2023,09:24:03 am,245.73
05/09/2023,09:24:33 am,245.88
05/09/2023,09:25:03 am,244.1
05/09/2023,09:25:33 am,244.58
05/09/2023,09:26:03 am,244.06
05/09/2023,09:26:33 am,244.44
05/09/2023,09:27:36 am,244.49
05/09/2023,09:28:03 am,244.21
05/09/2023,09:28:33 am,244.51
05/09/2023,09:29:03 am,244.69
05/09/2023,09:29:33 am,243.36
05/09/2023,09:30:03 am,244.42
05/09/2023,09:30:33 am,244.08
05/09/2023,09:31:03 am,244.51
05/09/2023,09:31:33 am,243.82
05/09/2023,09:32:03 am,244.19
05/09/2023,09:32:33 am,244.02
05/09/2023,09:33:03 am,243.48
05/09/2023,09:33:33 am,243.67
05/09/2023,09:34:03 am,243.27
05/09/2023,09:34:33 am,243.53
05/09/2023,09:35:03 am,244.42
05/09/2023,09:35:33 am,244.51
05/09/2023,09:36:03 am,244.31
05/09/2023,09:36:33 am,244.02
05/09/2023,09:37:03 am,243.77
05/09/2023,09:37:33 am,244
05/09/2023,09:38:03 am,244.28
05/09/2023,09:38:33 am,243.81
05/09/2023,09:39:03 am,244.11
05/09/2023,09:39:33 am,243.79
05/09/2023,09:40:03 am,243.78
05/09/2023,09:40:33 am,244.75
05/09/2023,09:41:03 am,243.49
05/09/2023,09:41:33 am,245.37
05/09/2023,09:42:03 am,244.11
05/09/2023,09:42:33 am,244.45
05/09/2023,09:43:03 am,245.64
05/09/2023,09:43:33 am,245.66
05/09/2023,09:44:03 am,244.43
05/09/2023,09:44:30 am,243.03
05/09/2023,09:45:03 am,242.02
05/09/2023,09:45:33 am,242.1
05/09/2023,09:46:03 am,243
05/09/2023,09:46:33 am,241.68
05/09/2023,09:47:03 am,242.04
05/09/2023,09:47:33 am,243.88
05/09/2023,09:48:38 am,244.37
05/09/2023,09:49:03 am,244.39
05/09/2023,09:49:33 am,244.86
05/09/2023,09:50:03 am,245.52
05/09/2023,09:50:33 am,245.11
05/09/2023,09:51:03 am,244.75
05/09/2023,09:51:30 am,244.29
05/09/2023,09:52:03 am,245.51
05/09/2023,09:52:33 am,244.79
05/09/2023,09:53:03 am,244.21
05/09/2023,09:53:33 am,244.22
05/09/2023,09:54:03 am,244.64
05/09/2023,09:54:33 am,244.22
05/09/2023,09:55:00 am,244.57
05/09/2023,09:55:33 am,243.66
05/09/2023,09:56:03 am,244.19
05/09/2023,09:56:33 am,244.39
05/09/2023,09:57:03 am,245.73
05/09/2023,09:57:33 am,244.8
05/09/2023,09:58:03 am,243.21
05/09/2023,09:58:33 am,244.22
05/09/2023,09:59:00 am,244.37
05/09/2023,09:59:33 am,245.56
05/09/2023,10:00:03 am,244.22
05/09/2023,10:00:33 am,244.59
05/09/2023,10:01:03 am,244.36
05/09/2023,10:01:33 am,244.81
05/09/2023,10:02:03 am,244.48
05/09/2023,10:02:33 am,243.99
05/09/2023,10:03:00 am,244.09
05/09/2023,10:03:33 am,243.56
05/09/2023,10:04:37 am,243.16
05/09/2023,10:05:03 am,244.05
05/09/2023,10:05:33 am,244.39
05/09/2023,10:06:03 am,243.52
05/09/2023,10:06:33 am,243.6
05/09/2023,10:07:03 am,244.15
05/09/2023,10:07:33 am,244.02
05/09/2023,10:08:03 am,244.42
05/09/2023,10:08:33 am,239.98
05/09/2023,10:09:03 am,244.02
05/09/2023,10:09:33 am,245
05/09/2023,10:10:03 am,244.57
05/09/2023,10:10:33 am,244.35
05/09/2023,10:11:03 am,244.94
05/09/2023,10:11:33 am,244.5
05/09/2023,10:12:03 am,244.49
05/09/2023,10:12:33 am,243.82
05/09/2023,10:13:03 am,244.08
05/09/2023,10:13:33 am,243.04
05/09/2023,10:14:03 am,242.62
05/09/2023,10:14:33 am,242.9
05/09/2023,10:15:03 am,242.9
05/09/2023,10:15:33 am,243.73
05/09/2023,10:16:03 am,242.55
05/09/2023,10:16:33 am,241.36
05/09/2023,10:17:00 am,242.36
05/09/2023,10:17:33 am,241.8
05/09/2023,10:18:03 am,241.32
05/09/2023,10:18:33 am,242.02
05/09/2023,10:19:03 am,242.09
05/09/2023,10:19:33 am,241.98
05/09/2023,10:20:03 am,242
05/09/2023,10:20:33 am,241.4
05/09/2023,10:21:03 am,242.27
05/09/2023,10:21:34 am,242.3
05/09/2023,10:22:00 am,241.82
05/09/2023,10:22:33 am,242.75
05/09/2023,10:23:03 am,242.26
05/09/2023,10:23:33 am,243.49
05/09/2023,10:24:03 am,242.51
05/09/2023,10:24:33 am,241.93
05/09/2023,10:25:03 am,242.29
05/09/2023,10:25:33 am,241.95
05/09/2023,10:26:03 am,242.97
05/09/2023,10:26:33 am,242.29
05/09/2023,10:27:03 am,241.78
05/09/2023,10:27:33 am,241.61
05/09/2023,10:28:03 am,241.83
05/09/2023,10:28:33 am,241.9
05/09/2023,10:29:03 am,241.44
05/09/2023,10:29:34 am,239.84
05/09/2023,10:30:03 am,241.14
05/09/2023,10:30:33 am,241.37
05/09/2023,10:31:03 am,241.4
05/09/2023,10:31:33 am,241.04
05/09/2023,10:32:03 am,241.28
05/09/2023,10:32:33 am,240.32
05/09/2023,10:33:03 am,240.29
05/09/2023,10:33:33 am,240.26
05/09/2023,10:34:03 am,241.18
05/09/2023,10:34:33 am,240.24
05/09/2023,10:35:03 am,239.9
05/09/2023,10:35:34 am,240.64
05/09/2023,10:36:03 am,239.97
05/09/2023,10:36:33 am,240.62
05/09/2023,10:37:03 am,238.16
05/09/2023,10:37:33 am,239.38
05/09/2023,10:38:03 am,240.14
05/09/2023,10:38:33 am,240.53
05/09/2023,10:39:03 am,240.09
05/09/2023,10:39:33 am,241.34
05/09/2023,10:40:03 am,241.5
05/09/2023,10:40:30 am,241.41
05/09/2023,10:41:03 am,241.02
05/09/2023,10:41:33 am,241.71
05/09/2023,10:42:03 am,241.62
05/09/2023,10:42:33 am,241.81
05/09/2023,10:43:03 am,241.57
05/09/2023,10:43:33 am,242.01
05/09/2023,10:44:03 am,242.49
05/09/2023,10:44:30 am,242.37
05/09/2023,10:45:03 am,241.49
05/09/2023,10:45:33 am,240.07
05/09/2023,10:46:03 am,240.86
05/09/2023,10:46:33 am,240.36
05/09/2023,10:47:03 am,239.52
05/09/2023,10:47:33 am,241.11
05/09/2023,10:48:03 am,238.16
05/09/2023,10:48:33 am,241.11
05/09/2023,10:49:03 am,241.14
05/09/2023,10:49:33 am,240.42
05/09/2023,10:50:03 am,239.99
05/09/2023,10:50:33 am,239.88
05/09/2023,10:51:03 am,239.13
05/09/2023,10:51:33 am,240.38
05/09/2023,10:52:03 am,239.54
05/09/2023,10:52:33 am,239.66
05/09/2023,10:53:03 am,240.22
05/09/2023,10:53:33 am,239.72
05/09/2023,10:54:03 am,241.65
05/09/2023,10:54:33 am,241.37
05/09/2023,10:55:03 am,242.06
05/09/2023,10:55:33 am,242.03
05/09/2023,10:56:38 am,240.5
05/09/2023,10:57:03 am,240.82
05/09/2023,10:57:33 am,240.84
05/09/2023,10:58:00 am,242.08
05/09/2023,10:58:33 am,240.93
05/09/2023,10:59:03 am,241.3
05/09/2023,10:59:33 am,241.24
05/09/2023,11:00:03 am,240.49
05/09/2023,11:00:33 am,240.05
05/09/2023,11:01:03 am,237.57
05/09/2023,11:01:30 am,238.33
05/09/2023,11:02:00 am,239.14
05/09/2023,11:02:33 am,239.3
05/09/2023,11:03:03 am,238.95
05/09/2023,11:03:33 am,239.16
05/09/2023,11:04:00 am,239.59
05/09/2023,11:04:33 am,239.74
05/09/2023,11:05:03 am,239.25
05/09/2023,11:05:33 am,239.32
05/09/2023,11:06:03 am,239.56
05/09/2023,11:06:33 am,239.52
05/09/2023,11:07:38 am,238.94
05/09/2023,11:08:03 am,240.04
05/09/2023,11:08:33 am,240.74
05/09/2023,11:09:03 am,241.13
05/09/2023,11:09:33 am,240.66
05/09/2023,11:10:03 am,239.72
05/09/2023,11:10:33 am,239.61
05/09/2023,11:11:03 am,239.8
05/09/2023,11:12:03 am,240.73
05/09/2023,11:12:30 am,241.18
05/09/2023,11:13:03 am,241.15
05/09/2023,11:13:33 am,241.38
05/09/2023,11:14:03 am,241.12
05/09/2023,11:14:30 am,240.55
05/09/2023,11:15:03 am,240.81
05/09/2023,11:15:33 am,239.88
05/09/2023,11:16:03 am,240.55
05/09/2023,11:16:33 am,240.8
05/09/2023,11:17:03 am,241.07
05/09/2023,11:17:33 am,241.44
05/09/2023,11:18:03 am,240.14
05/09/2023,11:18:33 am,240.62
05/09/2023,11:19:03 am,241.21
05/09/2023,11:19:33 am,240.93
05/09/2023,11:20:00 am,241.72
05/09/2023,11:20:30 am,240.77
05/09/2023,11:21:03 am,240.38
05/09/2023,11:21:33 am,241.25
05/09/2023,11:22:03 am,240.96
05/09/2023,11:22:33 am,241
05/09/2023,11:23:03 am,242.01
05/09/2023,11:23:33 am,242.26
05/09/2023,11:24:04 am,242.47
05/09/2023,11:24:33 am,242.39
05/09/2023,11:25:03 am,242.26
05/09/2023,11:25:33 am,243.09
05/09/2023,11:26:03 am,242.98
05/09/2023,11:26:33 am,243.55
05/09/2023,11:27:03 am,242.59
05/09/2023,11:27:33 am,241.61
05/09/2023,11:28:03 am,241.3
05/09/2023,11:28:33 am,241.05
05/09/2023,11:29:03 am,241.05
05/09/2023,11:29:33 am,241.73
05/09/2023,11:30:03 am,242.21
05/09/2023,11:30:33 am,242.11
05/09/2023,11:31:03 am,241.07
05/09/2023,11:31:33 am,239.8
05/09/2023,11:32:03 am,242.71
05/09/2023,11:32:33 am,240.98
05/09/2023,11:33:00 am,242.68
05/09/2023,11:33:33 am,242.87
05/09/2023,11:34:04 am,242.01
05/09/2023,11:34:33 am,241.85
05/09/2023,11:35:03 am,242.76
05/09/2023,11:35:30 am,239.5
05/09/2023,11:36:03 am,242.84
05/09/2023,11:36:33 am,242.13
05/09/2023,11:37:03 am,239.16
05/09/2023,11:37:33 am,241.56
05/09/2023,11:38:03 am,241.31
05/09/2023,11:39:08 am,239.6
05/09/2023,11:39:33 am,241.85
05/09/2023,11:40:03 am,240.49
05/09/2023,11:40:33 am,239.91
05/09/2023,11:41:03 am,241.1
05/09/2023,11:41:33 am,239.55
05/09/2023,11:42:03 am,237.62
05/09/2023,11:42:33 am,240.4
05/09/2023,11:43:03 am,241.3
05/09/2023,11:43:33 am,240.34
05/09/2023,11:44:03 am,239.92
05/09/2023,11:44:33 am,240.48
05/09/2023,11:45:03 am,241.5
05/09/2023,11:45:33 am,242
05/09/2023,11:46:03 am,241.89
05/09/2023,11:46:33 am,242.22
05/09/2023,11:47:03 am,241.32
05/09/2023,11:47:33 am,238.2
05/09/2023,11:48:03 am,240.37
05/09/2023,11:48:33 am,241.36
05/09/2023,11:49:03 am,241.77
05/09/2023,11:49:33 am,241.05
05/09/2023,11:50:03 am,241.64
05/09/2023,11:50:33 am,240.45
05/09/2023,11:51:03 am,240.53
05/09/2023,11:51:33 am,240.94
05/09/2023,11:52:04 am,240.41
05/09/2023,11:52:33 am,239.4
05/09/2023,11:53:03 am,241.54
05/09/2023,11:53:33 am,238.83
05/09/2023,11:54:03 am,240.98
05/09/2023,11:54:33 am,241.64
05/09/2023,11:55:03 am,239.94
05/09/2023,11:55:33 am,241.2
05/09/2023,11:56:03 am,240.07
05/09/2023,11:56:33 am,241.69
05/09/2023,11:57:03 am,240.92
05/09/2023,11:57:33 am,243.85
05/09/2023,11:58:03 am,241.5
05/09/2023,11:58:33 am,242.53
05/09/2023,11:59:00 am,242.45
05/09/2023,11:59:30 am,242.03
05/09/2023,12:00:03 pm,242.53
05/09/2023,12:00:33 pm,242.52
05/09/2023,12:01:03 pm,241.21
05/09/2023,12:01:33 pm,246.87
05/09/2023,12:02:00 pm,244.91
05/09/2023,12:02:33 pm,244.74
05/09/2023,12:03:03 pm,245.52
05/09/2023,12:03:33 pm,244.93
05/09/2023,12:04:03 pm,245.46
05/09/2023,12:04:33 pm,244.32
05/09/2023,12:05:03 pm,245.27
05/09/2023,12:05:33 pm,244.71
05/09/2023,12:06:03 pm,244.33
05/09/2023,12:06:33 pm,246.43
05/09/2023,12:07:03 pm,245.29
05/09/2023,12:07:33 pm,245.97
05/09/2023,12:08:03 pm,244.28
05/09/2023,12:08:33 pm,246.1
05/09/2023,12:09:03 pm,245.6
05/09/2023,12:09:30 pm,247.06
05/09/2023,12:10:03 pm,245.04
05/09/2023,12:10:33 pm,242.47
05/09/2023,12:11:03 pm,242.18
05/09/2023,12:11:33 pm,241.02
05/09/2023,12:12:03 pm,240.19
05/09/2023,12:12:33 pm,240.05
05/09/2023,12:13:04 pm,240.7
05/09/2023,12:13:33 pm,240.53
05/09/2023,12:14:03 pm,240.4
05/09/2023,12:14:33 pm,241.38
05/09/2023,12:15:03 pm,240.6
05/09/2023,12:15:30 pm,240.84
05/09/2023,12:16:03 pm,240.16
05/09/2023,12:16:33 pm,241.4
05/09/2023,12:17:03 pm,239.6
05/09/2023,12:17:33 pm,240.71
05/09/2023,12:18:03 pm,241.44
05/09/2023,12:18:33 pm,242.04
05/09/2023,12:19:03 pm,242.11
05/09/2023,12:19:33 pm,241.25
05/09/2023,12:20:03 pm,241.68
05/09/2023,12:20:33 pm,242.84
05/09/2023,12:21:03 pm,242.88
05/09/2023,12:21:33 pm,243.45
05/09/2023,12:22:03 pm,244.15
05/09/2023,12:22:33 pm,243.4
05/09/2023,12:23:03 pm,243.67
05/09/2023,12:23:33 pm,243.21
05/09/2023,12:24:03 pm,241.22
05/09/2023,12:24:33 pm,244.87
05/09/2023,12:25:03 pm,243.37
05/09/2023,12:25:33 pm,242.36
05/09/2023,12:26:03 pm,243.05
05/09/2023,12:26:33 pm,244.22
05/09/2023,12:27:03 pm,243.68
05/09/2023,12:27:33 pm,243.78
05/09/2023,12:28:03 pm,243.63
05/09/2023,12:28:33 pm,244
05/09/2023,12:29:03 pm,246.06
05/09/2023,12:29:33 pm,246.61
05/09/2023,12:30:03 pm,243.1
05/09/2023,12:30:33 pm,244.45
05/09/2023,12:31:03 pm,245.82
05/09/2023,12:31:33 pm,245.98
05/09/2023,12:32:03 pm,242.98
05/09/2023,12:32:33 pm,245.17
05/09/2023,12:33:03 pm,245.86
05/09/2023,12:33:33 pm,245.35
05/09/2023,12:34:03 pm,246.79
05/09/2023,12:34:33 pm,245.04
05/09/2023,12:35:03 pm,246.92
05/09/2023,12:35:33 pm,245.02
05/09/2023,12:36:03 pm,246.31
05/09/2023,12:37:06 pm,247.12
05/09/2023,12:37:30 pm,245.4
05/09/2023,12:38:00 pm,246.32
05/09/2023,12:38:33 pm,242.87
05/09/2023,12:39:03 pm,248.42
05/09/2023,12:39:34 pm,245.86
05/09/2023,12:40:03 pm,245.77
05/09/2023,12:40:33 pm,245.18
05/09/2023,12:41:03 pm,245.24
05/09/2023,12:41:33 pm,246.59
05/09/2023,12:42:03 pm,247.7
05/09/2023,12:42:33 pm,245.39
05/09/2023,12:43:00 pm,247.39
05/09/2023,12:43:33 pm,245.68
05/09/2023,12:44:03 pm,246.18
05/09/2023,12:44:33 pm,244.92
05/09/2023,12:45:05 pm,243.55
05/09/2023,12:45:33 pm,242.52
05/09/2023,12:46:03 pm,244.17
05/09/2023,12:46:33 pm,245.76
05/09/2023,12:47:03 pm,244.42
05/09/2023,12:47:33 pm,244.35
05/09/2023,12:48:03 pm,244.76
05/09/2023,12:48:33 pm,244.2
05/09/2023,12:49:03 pm,244.92
05/09/2023,12:49:33 pm,245.14
05/09/2023,12:50:03 pm,243.92
05/09/2023,12:50:33 pm,245.8
05/09/2023,12:51:03 pm,245.1
05/09/2023,12:51:33 pm,244.39
05/09/2023,12:52:03 pm,244.37
05/09/2023,12:52:33 pm,243.31
05/09/2023,12:53:03 pm,243.56
05/09/2023,12:53:33 pm,244.78
05/09/2023,12:54:03 pm,245.11
05/09/2023,12:54:33 pm,245.14
05/09/2023,12:55:03 pm,245
05/09/2023,12:55:33 pm,244.35
05/09/2023,12:56:03 pm,244.74
05/09/2023,12:56:33 pm,243.55
05/09/2023,12:57:03 pm,246.6
05/09/2023,12:57:33 pm,242.78
05/09/2023,12:58:03 pm,243.55
05/09/2023,12:58:33 pm,245.65
05/09/2023,12:59:03 pm,246.27
05/09/2023,12:59:33 pm,247.56
05/09/2023,01:00:03 pm,242.67
05/09/2023,01:00:33 pm,245.02
05/09/2023,01:01:40 pm,244.63
05/09/2023,01:02:03 pm,243.71
05/09/2023,01:02:33 pm,243.81
05/09/2023,01:03:03 pm,242.5
05/09/2023,01:03:33 pm,245.15
05/09/2023,01:04:03 pm,248.48
05/09/2023,01:05:09 pm,246.74
05/09/2023,01:05:33 pm,244.88
05/09/2023,01:06:03 pm,244.36
05/09/2023,01:06:33 pm,246.42
05/09/2023,01:07:03 pm,246.55
05/09/2023,01:07:33 pm,246.44
05/09/2023,01:08:03 pm,246.31
05/09/2023,01:08:33 pm,245.85
05/09/2023,01:09:03 pm,249
05/09/2023,01:09:33 pm,247.73
05/09/2023,01:10:03 pm,248.57
05/09/2023,01:10:33 pm,245.54
05/09/2023,01:11:03 pm,245.68
05/09/2023,01:11:33 pm,242.01
05/09/2023,01:12:03 pm,245.79
05/09/2023,01:12:33 pm,245.53
05/09/2023,01:13:03 pm,245.86
05/09/2023,01:13:33 pm,243.74
05/09/2023,01:14:05 pm,246.75
05/09/2023,01:14:33 pm,243.43
05/09/2023,01:15:03 pm,246.81
05/09/2023,01:15:33 pm,246.98
05/09/2023,01:16:03 pm,246.16
05/09/2023,01:16:33 pm,243.42
05/09/2023,01:17:03 pm,242.42
05/09/2023,01:17:33 pm,243.25
05/09/2023,01:18:03 pm,246.27
05/09/2023,01:18:34 pm,244.74
05/09/2023,01:19:03 pm,245.73
05/09/2023,01:19:33 pm,247
05/09/2023,01:20:40 pm,249.17
05/09/2023,01:21:03 pm,244.97
05/09/2023,01:21:33 pm,246.62
05/09/2023,01:22:03 pm,246.08
05/09/2023,01:22:33 pm,246.49
05/09/2023,01:23:03 pm,247.82
05/09/2023,01:23:33 pm,246.76
05/09/2023,01:24:03 pm,246.73
05/09/2023,01:24:33 pm,247.57
05/09/2023,01:25:03 pm,245.86
05/09/2023,01:25:33 pm,247.05
05/09/2023,01:26:03 pm,244.8
05/09/2023,01:26:33 pm,243.16
05/09/2023,01:27:03 pm,242.64
05/09/2023,01:27:33 pm,244.75
05/09/2023,01:28:03 pm,243.38
05/09/2023,01:28:33 pm,244.04
05/09/2023,01:29:03 pm,241.23
05/09/2023,01:29:33 pm,244.72
05/09/2023,01:30:03 pm,242.56
05/09/2023,01:30:33 pm,245.45
05/09/2023,01:31:03 pm,243.81
05/09/2023,01:31:33 pm,244.66
05/09/2023,01:32:03 pm,244.3
05/09/2023,01:32:33 pm,243.03
05/09/2023,01:33:03 pm,245.48
05/09/2023,01:33:33 pm,244.56
05/09/2023,01:34:03 pm,245.57
05/09/2023,01:34:33 pm,244.35
05/09/2023,01:35:03 pm,243.78
05/09/2023,01:35:33 pm,242.8
05/09/2023,01:36:03 pm,242.66
05/09/2023,01:36:33 pm,243.9
05/09/2023,01:37:03 pm,246.08
05/09/2023,01:37:33 pm,245.58
05/09/2023,01:38:03 pm,246.01
05/09/2023,01:38:33 pm,244.41
05/09/2023,01:39:03 pm,243.01
05/09/2023,01:39:33 pm,245.69
05/09/2023,01:40:03 pm,244.72
05/09/2023,01:40:33 pm,244.81
05/09/2023,01:41:03 pm,243.49
05/09/2023,01:41:33 pm,244.42
05/09/2023,01:42:03 pm,244.15
05/09/2023,01:42:33 pm,244.46
05/09/2023,01:43:03 pm,246.13
05/09/2023,01:43:33 pm,244.96
05/09/2023,01:44:03 pm,245.22
05/09/2023,01:44:33 pm,245.18
05/09/2023,01:45:03 pm,245.65
05/09/2023,01:45:33 pm,245.66
05/09/2023,01:46:03 pm,245.25
05/09/2023,01:46:33 pm,247.67
05/09/2023,01:47:03 pm,246.34
05/09/2023,01:47:33 pm,244.53
05/09/2023,01:48:03 pm,245.06
05/09/2023,01:48:33 pm,244.18
05/09/2023,01:49:03 pm,246.95
05/09/2023,01:49:33 pm,246.38
05/09/2023,01:50:03 pm,246.02
05/09/2023,01:50:33 pm,247.69
05/09/2023,01:51:03 pm,245.34
05/09/2023,01:51:33 pm,246.19
05/09/2023,01:52:03 pm,246.25
05/09/2023,01:52:33 pm,246.85
05/09/2023,01:53:03 pm,245.86
05/09/2023,01:53:33 pm,245.1
05/09/2023,01:54:00 pm,246.25
05/09/2023,01:54:33 pm,245.86
05/09/2023,01:55:03 pm,246.93
05/09/2023,01:55:33 pm,245.54
05/09/2023,01:56:00 pm,245.31
05/09/2023,01:56:33 pm,246.78
05/09/2023,01:57:03 pm,246.23
05/09/2023,01:57:30 pm,245.12
05/09/2023,01:58:00 pm,246.51
05/09/2023,01:58:33 pm,245.71
05/09/2023,01:59:03 pm,247.79
05/09/2023,01:59:33 pm,246.86
05/09/2023,02:00:03 pm,246.21
05/09/2023,02:00:33 pm,245.56
05/09/2023,02:01:03 pm,244.05
05/09/2023,02:01:33 pm,247.25
05/09/2023,02:02:03 pm,245.34
05/09/2023,02:02:33 pm,245.59
05/09/2023,02:03:03 pm,245.89
05/09/2023,02:03:33 pm,246.25
05/09/2023,02:04:03 pm,245.14
05/09/2023,02:04:33 pm,244.88
05/09/2023,02:05:03 pm,245.8
05/09/2023,02:05:33 pm,246.58
05/09/2023,02:06:03 pm,246.24
05/09/2023,02:06:33 pm,244.04
05/09/2023,02:07:03 pm,245.03
05/09/2023,02:07:33 pm,245.59
05/09/2023,02:08:03 pm,245.56
05/09/2023,02:08:30 pm,245.51
05/09/2023,02:09:03 pm,245.68
05/09/2023,02:09:33 pm,245.62
05/09/2023,02:10:03 pm,245.48
05/09/2023,02:10:33 pm,244.06
05/09/2023,02:11:03 pm,242.84
05/09/2023,02:11:33 pm,244.03
05/09/2023,02:12:03 pm,245.23
